,predictor_name,coef,fold
404,mfcc_sma.7._iqr2.3,0.3756217868559899,3
405,mfcc_sma.8._max,0.32456856716465937,3
406,mfcc_sma.8._min,0.5477368983203273,3
407,mfcc_sma.8._amean,0.6249770753913513,3
408,mfcc_sma.8._linregc2,0.5954351951595973,3
409,mfcc_sma.8._skewness,0.9922478206424523,3
410,mfcc_sma.8._quartile3,0.778381211074287,3
411,mfcc_sma.9._skewness,-0.09556373842176524,3
412,mfcc_sma.9._iqr1.2,0.9011783661676838,3
413,mfcc_sma.10._skewness,0.7315529114287033,3
414,mfcc_sma.11._max,0.33458757416078305,3
415,mfcc_sma.11._maxPos,-0.5708901862895255,3
416,mfcc_sma.11._minPos,0.03866960890951181,3
417,mfcc_sma.11._skewness,0.26055845805336186,3
418,mfcc_sma.11._quartile3,0.4923720735098774,3
419,mfcc_sma.11._iqr1.2,-0.8158097041157457,3
420,mfcc_sma.12._max,-0.00603898852679513,3
421,mfcc_sma.12._range,-1.057814944269519,3
422,mfcc_sma.12._minPos,0.6256963052230563,3
423,mfcc_sma.12._linregc1,-0.6640207926916484,3
424,mfcc_sma.12._skewness,-0.6220625577940238,3
425,mfcc_sma.12._iqr1.2,1.3531894479648414,3
426,mfcc_sma.12._iqr2.3,-0.6778207412250618,3
427,lspFreq_sma.0._maxPos,0.5390640479705949,3
428,lspFreq_sma.0._amean,0.44835946551333383,3
429,lspFreq_sma.0._kurtosis,-0.5212187572502842,3
430,lspFreq_sma.1._linregc1,-1.118997289027437,3
431,lspFreq_sma.1._linregc2,2.0560495348152577,3
432,lspFreq_sma.1._linregerrQ,1.9523052092931186,3
433,lspFreq_sma.1._kurtosis,1.601678362972772,3
434,lspFreq_sma.2._linregc1,-1.1607775863438894,3
435,lspFreq_sma.2._quartile1,0.5037912785572847,3
436,lspFreq_sma.3._range,-0.6085856617697204,3
437,lspFreq_sma.3._linregerrA,-0.7640894462681002,3
438,lspFreq_sma.3._skewness,-1.553057300212131,3
439,lspFreq_sma.3._quartile1,0.7974758704326061,3
440,lspFreq_sma.4._max,-2.6034341058760355,3
441,lspFreq_sma.4._minPos,0.49975773535814444,3
442,lspFreq_sma.4._linregc1,-0.8452302582863733,3
443,lspFreq_sma.4._iqr2.3,0.041321202604656715,3
444,lspFreq_sma.5._max,1.6156518191945715,3
